ENTRY,RETURN,RATE
2008:10:16,5969.40,4.004123262
2008:10:17,5914.77,-0.919380736
2008:10:20,6214.78,4.947771362
2008:10:21,6058.99,-2.538720658
2008:10:22,5686.36,-6.34727949
2008:10:23,5800.60,1.989103585
2008:10:24,5591.83,-3.665475658
2008:10:27,5420.50,-3.111854178
2008:10:28,5990.11,9.992171378
2008:10:29,5916.57,-1.235288681
2008:10:30,6062.50,2.436536717
2008:10:31,6168.09,1.726697133
2008:11:03,6156.41,-0.189541215
2008:11:04,6407.91,4.003934928
2008:11:05,6080.40,-5.246268144
2008:11:06,5779.11,-5.08207917
2008:11:07,5950.07,2.91532926
2008:11:10,5904.31,-0.77203915
2008:11:11,5791.96,-1.921184371
2008:11:12,5500.67,-5.160084598
2008:11:13,5873.06,6.550588973
2008:11:14,5651.50,-3.845479608
2008:11:17,5515.60,-2.434055566
2008:11:18,5595.27,1.434115699
2008:11:19,5275.33,-5.888036133
2008:11:20,4907.76,-7.222361075
2008:11:21,5215.11,6.074255533
2008:11:24,5536.09,5.972829418
2008:11:25,5586.66,0.909313766
2008:11:26,5763.87,3.122751103
2008:11:27,NA,0
2008:11:28,5835.42,1.233711848
2008:12:01,5324.98,-9.153728686
2008:12:02,5545.14,4.051291273
2008:12:03,5687.51,2.535067406
2008:12:04,5528.14,-2.842113076
2008:12:05,5700.13,3.063756984
2008:12:08,5913.64,3.677256547
2008:12:09,5752.99,-2.754182742
2008:12:10,5801.72,0.843470566
2008:12:11,5674.45,-2.218078294
2008:12:12,5689.06,0.257139001
2008:12:15,5636.00,-0.937043835
2008:12:16,5897.76,4.539802377
2008:12:17,5843.64,-0.921872746
2008:12:18,5714.24,-2.239258532
2008:12:19,5712.80,-0.025203377
2008:12:22,5635.15,-1.368550477
2008:12:23,5583.14,-0.927242434
2008:12:24,5618.97,0.639703095
2008:12:25,NA,0
2008:12:26,5648.45,0.523279815
2008:12:29,5646.10,-0.041612991
2008:12:30,5761.50,2.023281614
2008:12:31,5836.61,1.295229137
2009:01:01,NA,0
2009:01:02,6000.97,2.777097398
2009:01:05,5954.22,-0.782091097
2009:01:06,5969.26,0.252275476
2009:01:07,5823.06,-2.479706985
2009:01:08,5818.17,-0.084011746
2009:01:09,5711.37,-1.852685447
2009:01:12,5591.13,-2.127751141
2009:01:13,5601.67,0.188335414
2009:01:14,5436.18,-2.998815925
2009:01:15,5412.09,-0.444126844
2009:01:16,5432.16,0.370150502
2009:01:19,NA,0
2009:01:20,5171.88,-4.910058612
2009:01:21,5382.52,3.992040721
2009:01:22,5335.64,-0.874782592
2009:01:23,5351.29,0.292881327
2009:01:26,5376.14,0.463299121
2009:01:27,5425.93,0.921866876
2009:01:28,5583.53,2.863187956
2009:01:29,5419.81,-2.976043338
2009:01:30,5317.38,-1.908005864
2009:02:02,5298.79,-0.350220824
2009:02:03,5380.43,1.528980402
2009:02:04,5327.58,-0.987119533
2009:02:05,5398.83,1.328516213
2009:02:06,5536.95,2.526154421
2009:02:09,5543.57,0.119488991
2009:02:10,5280.81,-4.855920251
2009:02:11,5318.13,0.704224276
2009:02:12,5319.58,0.027261507
2009:02:13,5259.46,-1.136599299
2009:02:16,NA,0
2009:02:17,5038.07,-4.300528765
2009:02:18,5035.59,-0.049237319
2009:02:19,4998.05,-0.748286268
2009:02:20,4913.42,-1.707759935
2009:02:23,4757.92,-3.215963906
2009:02:24,4934.10,3.635968748
2009:02:25,4885.69,-0.985976119
2009:02:26,4833.63,-1.071278606
2009:02:27,4705.06,-2.695921284
2009:03:02,4486.75,-4.750991642
2009:03:03,4452.29,-0.771003837
2009:03:04,4545.01,2.061135729
2009:03:05,4363.20,-4.082419474
2009:03:06,4395.34,0.733915567
2009:03:09,4363.80,-0.720165138
2009:03:10,4614.57,5.587545178
2009:03:11,4611.17,-0.073706828
2009:03:12,4801.88,4.0525887
2009:03:13,4840.98,0.810967167
2009:03:16,4851.68,0.220785715
2009:03:17,4989.96,2.810285698
2009:03:18,5075.97,1.708974597
2009:03:19,4994.98,-1.608423158
2009:03:20,4903.41,-1.850252664
2009:03:23,5235.07,6.544933433
2009:03:24,5136.58,-1.899272741
2009:03:25,5197.85,1.185759019
2009:03:26,5282.67,1.618657317
2009:03:27,5185.09,-1.864445243
2009:03:30,5020.52,-3.22536853
2009:03:31,5068.95,0.960018157
2009:04:01,5155.21,1.687415822
2009:04:02,5273.16,2.262194956
2009:04:03,5306.58,0.631775661
2009:04:06,5268.65,-0.71733972
2009:04:07,5161.93,-2.046362218
2009:04:08,5201.96,0.772493708
2009:04:09,5371.09,3.199538979
2009:04:10,NA,0
2009:04:13,5382.80,0.217781745
2009:04:14,5274.60,-2.030583778
2009:04:15,5354.04,1.494856902
2009:04:16,5404.79,0.94341813
2009:04:17,5427.83,0.425382497
2009:04:20,5213.78,-4.023430187
2009:04:21,5298.93,1.619979286
2009:04:22,5229.60,-1.317012007
2009:04:23,5285.37,1.060783302
2009:04:24,5342.79,1.080536211
2009:04:27,5309.57,-0.623713575
2009:04:28,5306.44,-0.058967542
2009:04:29,5412.76,1.983795186
2009:04:30,5390.34,-0.415066642
2009:05:01,5432.48,0.778728889
2009:05:04,5614.76,3.300309303
2009:05:05,5594.56,-0.36041476
2009:05:06,5710.79,2.056267084
2009:05:07,5669.03,-0.73393406
2009:05:08,5807.46,2.412527073
2009:05:11,5677.72,-2.25935543
2009:05:12,5708.12,0.533997882
2009:05:13,5591.41,-2.065823102
2009:05:14,5628.49,0.660970864
2009:05:15,5562.32,-1.182591272
2009:05:18,5708.70,2.597603958
2009:05:19,5684.17,-0.430620869
2009:05:20,5663.27,-0.36836544
2009:05:21,5582.01,-1.445253732
2009:05:22,5575.84,-0.110594794
2009:05:25,NA,0
2009:05:26,5695.40,2.121585284
2009:05:27,5577.62,-2.089666937
2009:05:28,5665.18,1.557650592
2009:05:29,5735.16,1.227698103
2009:06:01,5851.30,2.004820972
2009:06:02,5867.24,0.27204771
2009:06:03,5791.70,-1.295847771
2009:06:04,5847.70,0.962256338
2009:06:05,5832.47,-0.260784023
2009:06:08,5836.65,0.071642081
2009:06:09,5840.55,0.066796837
2009:06:10,5822.47,-0.310040015
2009:06:11,5868.77,0.792050151
2009:06:12,5884.54,0.268350098
2009:06:15,5754.80,-2.229428365
2009:06:16,5681.76,-1.277324529
2009:06:17,5663.12,-0.32860668
2009:06:18,5727.09,1.123257123
2009:06:19,5724.71,-0.041565519
2009:06:22,5568.38,-2.768772531
2009:06:23,5587.98,0.351369446
2009:06:24,5601.03,0.233264711
2009:06:25,5713.66,1.990928966
2009:06:26,5706.53,-0.12486659
2009:06:29,5766.30,1.041949384
2009:06:30,5712.78,-0.932485666
2009:07:01,5735.57,0.398136502
2009:07:02,5585.07,-2.659016934
2009:07:03,NA,0
2009:07:06,5602.77,0.316415229
2009:07:07,5509.58,-1.677272309
2009:07:08,5498.06,-0.209309247
2009:07:09,5512.28,0.258302794
2009:07:10,5479.13,-0.603200145
2009:07:13,5615.72,2.46234787
2009:07:14,5644.66,0.514015756
2009:07:15,5794.51,2.620095207
2009:07:16,5836.52,0.722381125
2009:07:17,5835.23,-0.022104654
2009:07:20,5887.67,0.894665139
2009:07:21,5916.29,0.484922959
2009:07:22,5896.49,-0.335230463
2009:07:23,6019.41,2.063198925
2009:07:24,6054.78,0.585879486
2009:07:27,6070.89,0.265717432
2009:07:28,6045.20,-0.424064834
2009:07:29,6023.45,-0.360438385
2009:07:30,6086.41,1.039823207
2009:07:31,6096.19,0.160556894
2009:08:03,6174.76,1.280602948
2009:08:04,6192.72,0.290439324
2009:08:05,6188.22,-0.072692384
2009:08:06,6160.09,-0.455609693
2009:08:07,6219.48,0.959491414
2009:08:10,6211.64,-0.126135071
2009:08:11,6132.57,-1.281103958
2009:08:12,6193.03,0.981055444
2009:08:13,6231.76,0.623433079
2009:08:14,6189.78,-0.675925205
2009:08:17,6060.06,-2.117984385
2009:08:18,6111.89,0.85163533
2009:08:19,6162.00,0.816534585
2009:08:20,6222.76,0.981213806
2009:08:21,6333.17,1.758736246
2009:08:24,6341.05,0.124346919
2009:08:25,6348.51,0.117576982
2009:08:26,6353.44,0.07762588
2009:08:27,6368.70,0.239896862
2009:08:28,6339.40,-0.461124038
2009:08:31,6301.93,-0.592819106
2009:09:01,6172.19,-2.080221747
2009:09:02,6156.12,-0.260700925
2009:09:03,6203.08,0.759923393
2009:09:04,6274.18,1.139685629
2009:09:07,NA,0
2009:09:08,6325.67,0.817315867
2009:09:09,6361.19,0.559950891
2009:09:10,6419.07,0.905778063
2009:09:11,6409.33,-0.151850611
2009:09:14,6436.78,0.427367379
2009:09:15,6439.50,0.042248228
2009:09:16,6534.00,1.456841583
2009:09:17,6524.77,-0.141360963
2009:09:18,6539.37,0.223512701
2009:09:21,6511.60,-0.42556288
2009:09:22,6561.12,0.757611834
2009:09:23,6497.77,-0.970227898
2009:09:24,6448.21,-0.76564682
2009:09:25,6415.50,-0.508563556
2009:09:28,6512.62,1.502489566
2009:09:29,6498.98,-0.20965915
2009:09:30,6474.26,-0.381092617
2009:10:01,6329.85,-2.255777615
2009:10:02,6312.45,-0.275266541
2009:10:05,6405.34,1.460814369
2009:10:06,6491.79,1.340628416
2009:10:07,6513.43,0.332789756
2009:10:08,6556.81,0.663800501
2009:10:09,6592.68,0.545573843
2009:10:12,6629.47,0.556491871
2009:10:13,6608.33,-0.31938869
2009:10:14,6724.20,1.738198486
2009:10:15,6748.93,0.36710145
2009:10:16,6694.72,-0.806481779
2009:10:19,6750.66,0.832112187
2009:10:20,6713.10,-0.557943657
2009:10:21,6642.06,-1.063868498
2009:10:22,6713.58,1.071018441
2009:10:23,6618.11,-1.432251005
2009:10:26,6526.85,-1.388539277
2009:10:27,6537.86,0.168545687
2009:10:28,6445.01,-1.430370682
2009:10:29,6577.76,2.038807387
2009:10:30,6393.22,-2.845620802
2009:11:02,6437.74,0.693949302
2009:11:03,6451.65,0.21583652
2009:11:04,6467.53,0.24583616
2009:11:05,6579.63,1.718423911
2009:11:06,6600.31,0.313810487
2009:11:09,6738.12,2.066433664
2009:11:10,6748.86,0.159264747
2009:11:11,6776.66,0.411075347
2009:11:12,6706.91,-1.034601699
2009:11:13,6733.01,0.388395657
2009:11:16,6830.51,1.437704658
2009:11:17,6842.61,0.176989643
2009:11:18,6854.99,0.180761642
2009:11:19,6780.12,-1.098205331
2009:11:20,6768.81,-0.166950492
2009:11:23,6859.13,1.325531554
2009:11:24,6861.97,0.041396099
2009:11:25,6884.36,0.325759964
2009:11:26,NA,0
2009:11:27,6778.28,-1.552878971
2009:11:30,6800.85,0.332422192
2009:12:01,6881.49,1.178759389
2009:12:02,6871.83,-0.140475196
2009:12:03,6811.47,-0.882249041
2009:12:04,6831.18,0.288946997
2009:12:07,6813.28,-0.262377702
2009:12:08,6737.84,-1.113425006
2009:12:09,6762.70,0.368281981
2009:12:10,6795.21,0.479573361
2009:12:11,6821.31,0.383358332
2009:12:14,6849.13,0.407010139
2009:12:15,6812.66,-0.533899096
2009:12:16,6813.42,0.011155079
2009:12:17,6732.50,-1.194765104
2009:12:18,6753.28,0.308176708
2009:12:21,6815.14,0.911829507
2009:12:22,6829.53,0.21092493
2009:12:23,6830.73,0.017569212
2009:12:24,6855.25,0.35832328
2009:12:25,NA,0
2009:12:28,6867.16,0.173584713
2009:12:29,6859.57,-0.110587165
2009:12:30,6861.09,0.022156369
2009:12:31,6799.66,-0.899371031
2010:01:01,NA,0
2010:01:04,6912.80,1.650215461
2010:01:05,6936.04,0.335624093
2010:01:06,6952.96,0.243646171
2010:01:07,6992.11,0.561490231
2010:01:08,7003.04,0.156197
2010:01:11,7025.08,0.314226256
2010:01:12,6973.32,-0.739516457
2010:01:13,7020.02,0.667462856
2010:01:14,7034.11,0.200510522
2010:01:15,6962.62,-1.021533196
2010:01:18,NA,0
2010:01:19,7037.31,1.067015458
2010:01:20,6976.68,-0.865283596
2010:01:21,6826.79,-2.171858117
2010:01:22,6697.56,-1.911129678
2010:01:25,6725.86,0.421651739
2010:01:26,6692.76,-0.493345324
2010:01:27,6726.59,0.504198365
2010:01:28,6673.76,-0.788490953
2010:01:29,6627.83,-0.690596877
2010:02:01,6721.05,1.396694186
2010:02:02,6811.11,1.331071014
2010:02:03,6765.99,-0.664651009
2010:02:04,6560.06,-3.090884312
2010:02:05,6563.00,0.044806624
2010:02:08,6507.36,-0.851397147
2010:02:09,6590.68,1.272268582
2010:02:10,6582.58,-0.122976409
2010:02:11,6643.47,0.92076516
2010:02:12,6616.55,-0.406033128
2010:02:15,NA,0
2010:02:16,6735.81,1.786398382
2010:02:17,6763.51,0.410391618
2010:02:18,6803.20,0.585110366
2010:02:19,6811.80,0.126331269
2010:02:22,6805.25,-0.096202929
2010:02:23,6729.92,-1.113111661
2010:02:24,6793.23,0.936327151
2010:02:25,6767.88,-0.373863637
2010:02:26,6776.50,0.127285282
2010:03:01,6824.82,0.710522262
2010:03:02,6840.97,0.236356735
2010:03:03,6844.42,0.050418732
2010:03:04,6869.61,0.36736143
2010:03:05,6956.26,1.253463753
2010:03:08,6951.02,-0.07535622
2010:03:09,6961.75,0.154246813
2010:03:10,6986.55,0.355599265
2010:03:11,7019.98,0.477349686
2010:03:12,7016.67,-0.047162251
2010:03:15,7032.66,0.227626611
2010:03:16,7081.67,0.694474296
2010:03:17,7118.83,0.523363048
2010:03:18,7119.20,0.005197348
2010:03:19,7088.37,-0.433994672
2010:03:22,7115.78,0.385944024
2010:03:23,7170.72,0.76912149
2010:03:24,7129.61,-0.574953351
2010:03:25,7119.75,-0.138392203
2010:03:26,7127.17,0.104162874
2010:03:29,7164.58,0.523520009
2010:03:30,7155.18,-0.131287135
2010:03:31,7139.59,-0.218121819
2010:04:01,7198.16,0.817008607
2010:04:02,NA,0
2010:04:05,7238.97,0.565349328
2010:04:06,7245.61,0.091683714
2010:04:07,7204.85,-0.564135787
2010:04:08,7235.96,0.430862924
2010:04:09,7278.87,0.591259078
2010:04:12,7294.49,0.214363825
2010:04:13,7291.21,-0.044975559
2010:04:14,7364.82,1.004509665
2010:04:15,7366.42,0.021722543
2010:04:16,7247.54,-1.626973419
2010:04:19,7291.81,0.608969958
2010:04:20,7340.58,0.666605805
2010:04:21,7311.81,-0.392700945
2010:04:22,7300.82,-0.150417852
2010:04:23,7350.38,0.676534196
2010:04:26,7310.91,-0.538425955
2010:04:27,7147.61,-2.258971793
2010:04:28,7209.58,0.863266208
2010:04:29,7286.58,1.062360297
2010:04:30,7178.80,-1.490206197
2010:05:03,7259.69,1.120489003
2010:05:04,7115.11,-2.011643648
2010:05:05,7070.88,-0.623574996
2010:05:06,6844.21,-3.258190238
2010:05:07,6768.74,-1.108808498
2010:05:10,7030.41,3.793007121
2010:05:11,7005.70,-0.352092218
2010:05:12,7081.38,1.074470055
2010:05:13,7002.14,-1.125298735
2010:05:14,6879.29,-1.770036767
2010:05:17,6877.53,-0.025587309
2010:05:18,6785.72,-1.343917177
2010:05:19,6764.01,-0.320449464
2010:05:20,6514.01,-3.766066744
2010:05:21,6613.41,1.514416386
2010:05:24,6517.18,-1.465763882
2010:05:25,6511.73,-0.083660112
2010:05:26,6477.55,-0.526281347
2010:05:27,6671.93,2.956682094
2010:05:28,6581.82,-1.359787056
2010:05:31,NA,0
2010:06:01,6470.93,-1.699146431
2010:06:02,6628.29,2.402701386
2010:06:03,6640.96,0.190967897
2010:06:04,6431.29,-3.208139114
2010:06:07,6359.02,-1.130086278
2010:06:08,6452.77,1.463521855
2010:06:09,6406.36,-0.721824906
2010:06:10,6587.32,2.785534209
2010:06:11,6602.79,0.234569797
2010:06:14,6579.68,-0.350617505
2010:06:15,6716.02,2.050960524
2010:06:16,6711.88,-0.06166266
2010:06:17,6723.47,0.172529973
2010:06:18,6738.98,0.230418785
2010:06:21,6728.62,-0.153850754
2010:06:22,6624.02,-1.566763422
2010:06:23,6603.12,-0.31601718
2010:06:24,6499.51,-1.581547516
2010:06:25,6514.90,0.236507182
2010:06:28,6500.41,-0.222660943
2010:06:29,6328.06,-2.687153975
2010:06:30,6275.57,-0.832939454
2010:07:01,6253.73,-0.348623181
2010:07:02,6227.59,-0.418866566
2010:07:05,NA,0
2010:07:06,6263.43,0.57385383
2010:07:07,6458.87,3.072642151
2010:07:08,6529.39,1.085914402
2010:07:09,6574.30,0.68545846
2010:07:12,6578.22,0.059608351
2010:07:13,6675.04,1.461100475
2010:07:14,6667.21,-0.117371521
2010:07:15,6673.31,0.091450714
2010:07:16,6491.94,-2.755458124
2010:07:19,6515.91,0.368547102
2010:07:20,6579.42,0.969971707
2010:07:21,6507.58,-1.097894424
2010:07:22,6638.89,1.997712952
2010:07:23,6689.19,0.754800974
2010:07:26,6763.33,1.102258174
2010:07:27,6775.44,0.178893699
2010:07:28,6735.90,-0.585287808
2010:07:29,6715.02,-0.310462285
2010:07:30,6714.17,-0.012658991
2010:08:02,6865.24,2.225078009
2010:08:03,6846.10,-0.279185148
2010:08:04,6877.99,0.464731103
2010:08:05,6872.92,-0.073740578
2010:08:06,6847.07,-0.376822878
2010:08:09,6875.99,0.421480964
2010:08:10,6851.05,-0.363370799
2010:08:11,6673.40,-2.627245002
2010:08:12,6650.43,-0.344796095
2010:08:13,6628.45,-0.331052319
2010:08:16,6625.49,-0.044665964
2010:08:17,6693.83,1.026187519
2010:08:18,6701.71,0.117651112
2010:08:19,6590.18,-1.678205546
2010:08:20,6554.25,-0.546696806
2010:08:23,6542.39,-0.181115206
2010:08:24,6457.26,-1.309746292
2010:08:25,6467.76,0.162475606
2010:08:26,6422.34,-0.7047298
2010:08:27,6528.96,1.64651284
2010:08:30,6438.61,-1.393498736
2010:08:31,6449.08,0.162480666
2010:09:01,6630.30,2.771256707
2010:09:02,6678.39,0.722688849
2010:09:03,6760.36,1.219920254
2010:09:06,NA,0
2010:09:07,6686.53,-1.09810881
2010:09:08,6725.12,0.575471422
2010:09:09,6765.06,0.592136157
2010:09:10,6800.99,0.529705906
2010:09:13,6858.44,0.841182081
2010:09:14,6848.50,-0.145036044
2010:09:15,6869.24,0.302382401
2010:09:16,6867.72,-0.022130078
2010:09:17,6859.48,-0.120053631
2010:09:20,6957.33,1.416414294
2010:09:21,6947.50,-0.141389742
2010:09:22,6922.46,-0.361068485
2010:09:23,6856.25,-0.961055275
2010:09:24,6987.07,1.890065308
2010:09:27,6946.54,-0.581760424
2010:09:28,6977.53,0.445129207
2010:09:29,6958.96,-0.266494806
2010:09:30,6935.66,-0.335381923
2010:10:01,6980.40,0.643000305
2010:10:04,6933.96,-0.667514315
2010:10:05,7067.15,1.902620833
2010:10:06,7089.79,0.319843403
2010:10:07,7070.64,-0.270472177
2010:10:08,7106.51,0.506026621
2010:10:11,7106.27,-0.003377242
2010:10:12,7127.15,0.293394209
2010:10:13,7172.55,0.63498049
2010:10:14,7143.82,-0.401359263
2010:10:15,7110.51,-0.467367609
2010:10:18,7174.00,0.888940791
2010:10:19,7057.86,-1.63214897
2010:10:20,7135.92,1.099929504
2010:10:21,7148.31,0.173478068
2010:10:22,7155.14,0.095501442
2010:10:25,7168.79,0.19059021
2010:10:26,7169.28,0.006834951
2010:10:27,7136.45,-0.458977733
2010:10:28,7145.14,0.121695148
2010:10:29,7140.42,-0.066080716
2010:11:01,7143.42,0.042005512
2010:11:02,7188.35,0.627000673
2010:11:03,7222.74,0.47727223
2010:11:04,7375.46,2.092389086
2010:11:05,7413.41,0.513224923
2010:11:08,7398.04,-0.207542213
2010:11:09,7344.82,-0.72197974
2010:11:10,7379.25,0.467670457
2010:11:11,7362.82,-0.22289959
2010:11:12,7284.84,-1.064753506
2010:11:15,7283.67,-0.016062041
2010:11:16,7173.44,-1.524953966
2010:11:17,7162.45,-0.153321519
2010:11:18,7273.12,1.53332592
2010:11:19,7293.53,0.280229337
2010:11:22,7258.29,-0.484338988
2010:11:23,7159.79,-1.366361297
2010:11:24,7246.66,1.206002213
2010:11:25,NA,0
2010:11:26,7182.79,-0.885278609
2010:11:29,7186.04,0.045236809
2010:11:30,7151.90,-0.476219938
2010:12:01,7309.56,2.180502476
2010:12:02,7400.06,1.230502785
2010:12:03,7420.56,0.276641774
2010:12:06,7409.29,-0.151990778
2010:12:07,7415.38,0.08216035
2010:12:08,7449.13,0.45410253
2010:12:09,7483.97,0.46661528
2010:12:10,7526.99,0.573182765
2010:12:13,7541.32,0.190200551
2010:12:14,7547.38,0.080325016
2010:12:15,7508.31,-0.5190076
2010:12:16,7544.91,0.486275656
2010:12:17,7544.67,-0.003181003
2010:12:20,7555.38,0.141853859
2010:12:21,7601.05,0.602650337
2010:12:22,7637.31,0.475905129
2010:12:23,7633.29,-0.052650192
2010:12:24,NA,0
2010:12:27,7636.83,0.046365059
2010:12:28,7651.31,0.18942794
2010:12:29,7660.30,0.117427247
2010:12:30,7649.43,-0.142001222
2010:12:31,7658.57,0.119414699
2011:01:03,7737.22,1.021716771
2011:01:04,7742.52,0.068476605
2011:01:05,7780.72,0.492166289
2011:01:06,7757.03,-0.304934992
2011:01:07,7740.16,-0.217716975
2011:01:10,7722.20,-0.232306169
2011:01:11,7753.97,0.410567274
2011:01:12,7831.81,0.998867522
2011:01:13,7812.52,-0.246607043
2011:01:14,7876.80,0.819415496
2011:01:17,NA,0
2011:01:18,7871.94,-0.061719225
2011:01:19,7802.77,-0.882573891
2011:01:20,7808.42,0.072383979
2011:01:21,7854.72,0.591198634
2011:01:24,7883.95,0.371442233
2011:01:25,7879.76,-0.053160076
2011:01:26,7905.57,0.327012777
2011:01:27,7906.94,0.017328052
2011:01:28,7788.41,-1.510412363
2011:01:31,7846.65,0.74499579
2011:02:01,7988.46,1.791131116
2011:02:02,7966.99,-0.269124506
2011:02:03,7982.11,0.189603232
2011:02:04,7984.92,0.035197529
2011:02:07,8035.98,0.637419532
2011:02:08,8070.72,0.431373948
2011:02:09,8048.31,-0.278056613
2011:02:10,8055.60,0.090537025
2011:02:11,8098.76,0.534346179
2011:02:14,8128.06,0.361130916
2011:02:15,8101.27,-0.330143319
2011:02:16,8147.32,0.566819931
2011:02:17,8177.20,0.366075491
2011:02:18,8194.51,0.211462412
2011:02:21,NA,0
2011:02:22,8053.16,-1.739985686
2011:02:23,8019.07,-0.424210593
2011:02:24,7991.55,-0.34377216
2011:02:25,8056.38,0.807959066
2011:02:28,8112.30,0.69171043
2011:03:01,7995.84,-1.446002198
2011:03:02,8003.04,0.090006307
2011:03:03,8136.20,1.650177105
2011:03:04,8068.03,-0.841390207
2011:03:07,8014.03,-0.671558282
2011:03:08,8093.35,0.984898117
2011:03:09,8089.50,-0.047581237
2011:03:10,7933.75,-1.944111282
2011:03:11,7984.33,0.635505918
2011:03:14,7933.88,-0.633867362
2011:03:15,7848.64,-1.080192882
2011:03:16,7689.65,-2.046499955
2011:03:17,7806.98,1.51429365
2011:03:18,7850.66,0.557939936
2011:03:21,7961.24,1.398716193
2011:03:22,7936.38,-0.312751472
2011:03:23,7957.16,0.261490037
2011:03:24,8016.74,0.745970318
2011:03:25,8042.57,0.32168284
2011:03:28,8035.80,-0.084212522
2011:03:29,8085.01,0.610517125
2011:03:30,8140.02,0.678090713
2011:03:31,8120.08,-0.245263067
2011:04:01,8162.74,0.523989059
2011:04:04,8177.82,0.18457145
2011:04:05,8180.60,0.033988613
2011:04:06,8203.41,0.278442393
2011:04:07,8190.14,-0.161892975
2011:04:08,8170.17,-0.244127525
2011:04:11,8145.98,-0.296516246
2011:04:12,8080.15,-0.811411731
2011:04:13,8064.48,-0.194120335
2011:04:14,8070.96,0.080320095
2011:04:15,8108.46,0.463552676
2011:04:18,8018.83,-1.111543512
2011:04:19,8069.82,0.633865125
2011:04:20,8151.70,1.009531726
2011:04:21,8186.77,0.429294222
2011:04:22,NA,0
2011:04:25,8163.35,-0.286481274
2011:04:26,8238.75,0.919400944
2011:04:27,8293.93,0.667528857
2011:04:28,8325.01,0.374031511
2011:04:29,8351.92,0.322721548
2011:05:02,8335.24,-0.199914252
2011:05:03,8316.23,-0.228328289
2011:05:04,8250.17,-0.797522095
2011:05:05,8147.94,-1.246867163
2011:05:06,8179.93,0.391845855
2011:05:09,8215.51,0.4340238
2011:05:10,8270.48,0.666871734
2011:05:11,8173.58,-1.178554707
2011:05:12,8211.43,0.462008474
2011:05:13,8154.00,-0.701848173
2011:05:16,8122.27,-0.389893264
2011:05:17,8121.17,-0.013543929
2011:05:18,8181.10,0.735238344
2011:05:19,8194.77,0.166953001
2011:05:20,8132.04,-0.768433131
2011:05:23,8045.29,-1.072498756
2011:05:24,8054.84,0.118632596
2011:05:25,8079.91,0.310758086
2011:05:26,8101.06,0.261418346
2011:05:27,8134.89,0.416730145
2011:05:30,8134.89,0
2011:05:31,8215.35,0.984213681
2011:06:01,8035.63,-2.211895249
2011:06:02,8019.62,-0.199436388
2011:06:03,7961.45,-0.727989514
2011:06:06,7872.87,-1.118847214
2011:06:07,7856.96,-0.202290876
2011:06:08,7846.90,-0.128121384
2011:06:09,7915.96,0.876242533
2011:06:10,7815.45,-1.277843088
2011:06:13,7831.37,0.203491898
2011:06:14,7916.68,1.083446325
2011:06:15,7782.05,-1.71521264
2011:06:16,7809.28,0.349297048
2011:06:17,7835.55,0.335830107
2011:06:20,7870.86,0.449626102
2011:06:21,7952.78,1.035422089
2011:06:22,7905.20,-0.600078229
2011:06:23,7861.88,-0.549500719
2011:06:24,7772.47,-1.143776041
2011:06:27,7833.72,0.784948978
2011:06:28,7931.28,1.237694201
2011:06:29,8013.49,1.031193658
2011:06:30,8091.99,0.974831196
2011:07:01,8199.80,1.323508021
2011:07:04,NA,0
2011:07:05,8185.58,-0.173569408
2011:07:06,8194.04,0.103299109
2011:07:07,8270.18,0.924921348
2011:07:08,8216.00,-0.657280159
2011:07:11,8078.87,-1.683146136
2011:07:12,8040.06,-0.481546542
2011:07:13,8070.34,0.37590669
2011:07:14,8041.54,-0.357500561
2011:07:15,8059.92,0.228302377
2011:07:18,7998.63,-0.76333539
2011:07:19,8110.97,1.394718939
2011:07:20,8115.91,0.06088663
2011:07:21,8246.55,1.596859837
2011:07:22,8237.32,-0.111988277
2011:07:25,8184.47,-0.643659217
2011:07:26,8138.59,-0.562150979
2011:07:27,7995.87,-1.769178796
2011:07:28,7963.13,-0.410301973
2011:07:29,7898.12,-0.819738218
2011:08:01,7879.57,-0.235142262
2011:08:02,7696.15,-2.355313004
2011:08:03,7729.39,0.430974234
2011:08:04,7369.98,-4.761495367
2011:08:05,7385.69,0.212935176
2011:08:08,6914.95,-6.585860982
2011:08:09,7216.70,4.271205027
2011:08:10,6885.70,-4.69509874
2011:08:11,7193.33,4.370741046
2011:08:12,7228.88,0.49299063
2011:08:15,7400.37,2.344588489
2011:08:16,7331.47,-0.935395747
2011:08:17,7361.41,0.407544898
2011:08:18,7062.02,-4.152036092
2011:08:19,6960.50,-1.447981871
2011:08:22,6955.54,-0.07128465
2011:08:23,7172.03,3.065027432
2011:08:24,7269.63,1.35166575
2011:08:25,7172.76,-1.341487838
2011:08:26,7249.51,1.064336259
2011:08:29,7435.79,2.53709481
2011:08:30,7445.11,0.125261257
2011:08:31,7480.07,0.468470919
2011:09:01,7394.02,-1.157058482
2011:09:02,7212.95,-2.479354384
2011:09:05,NA,0
2011:09:06,7148.15,-0.90244396
2011:09:07,7343.94,2.702190138
2011:09:08,7257.99,-1.177255235
2011:09:09,7060.98,-2.751907893
2011:09:12,7098.84,0.534753835
2011:09:13,7145.85,0.66003782
2011:09:14,7235.91,1.252436103
2011:09:15,7369.63,1.831137177
2011:09:16,7400.27,0.414898462
2011:09:19,7305.45,-1.289584108
2011:09:20,7305.86,0.005612091
2011:09:21,7085.19,-3.067007585
2011:09:22,6853.35,-3.326910618
2011:09:23,6880.95,0.401913999
